category_title,product_id,supplier_id,product_name,unit_price,supplier_name,qty,min_qty
嵌入式模組,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,Summit Wireless,Summit USBTX LG Innotek USB Tranmsitter,19,Summit Wireless,12720,4477
嵌入式模組,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,Summit Wireless,Summit USBTX LG Innotek USB Tranmsitter,108,Summit Wireless,16197,3022
嵌入式模組,Summit SWM908SD TX Module,Summit Wireless,Summit Transmitter Standard Distance TX-SD,80,Summit Wireless,9868,2806
嵌入式模組,Summit SWM908SD TX Module,Summit Wireless,Summit Transmitter Standard Distance TX-SD,95,Summit Wireless,7163,2172
嵌入式模組,Summit SWS997SD Rx Module,Summit Wireless,Summit Transmitter Standard Distance RX-SD,294,Summit Wireless,22055,3048
嵌入式模組,Summit SWS997SD Rx Module,Summit Wireless,Summit Transmitter Standard Distance RX-SD,78,Summit Wireless,17998,2209
非光學傳感器,FM Series,Superior Sensor Technology,Pressure sensor - Flow Meters,61,Superior Sensor Technology,9269,4696
非光學傳感器,HV Series,Superior Sensor Technology,Pressure sensor - HVAC,62,Superior Sensor Technology,9035,3129
非光學傳感器,HV160 / HV120 / HV110 / HV210,Superior Sensor Technology,HV Series - 適用於HVAC應用的壓力傳感器,104,Superior Sensor Technology,3093,4761
非光學傳感器,ND210 / ND110 / ND120 / ND130 / ND005D,Superior Sensor Technology,ND Series - 適用於工業應用的壓力傳感器,143,Superior Sensor Technology,5581,2899
非光學傳感器,SP160 / SP110 / SP210,Superior Sensor Technology,SP Series - 適用於肺功能檢查應用的壓力傳感器,288,Superior Sensor Technology,16837,1064
微型組件,CX20921,Synaptics,Dual-Mic Far-Field Voice Processor SoC,35,香港商新思國際科技有限公司,15282,3673
微型組件,CX20924,Synaptics,4-mic Far-Field Voice Input Processor SoC,201,香港商新思國際科技有限公司,699,4195
微型組件,"CX22721, CX20921, CX20924",Synaptics,AudioSmart® Far-Field Voice DSPs,114,香港商新思國際科技有限公司,19230,2058
微型組件,CX31988,Synaptics,USB Type-C Audio Codec,128,香港商新思國際科技有限公司,19569,3002
機電產品,ICS-40212,TDK InvenSense,Analog MEMS Microphone,76,應美盛股份有限公司,17149,1189
機電產品,ICS‐41350,TDK InvenSense,Digital MEMS Microphone,53,應美盛股份有限公司,27617,1811
機電產品,T3903,TDK InvenSense,Bottom Port PDM Digital Output Multi-Mode Microphone,92,應美盛股份有限公司,26206,4541
非光學傳感器,IAM-20680,TDK InvenSense,6-axis (Gyro+Accel) MotionTracking Device,198,應美盛股份有限公司,14331,3136
非光學傳感器,IAM-20680HP,TDK InvenSense,High Performance Automotive 6-Axis MotionTracking Device,241,應美盛股份有限公司,9002,553
非光學傳感器,ICM-42688-P,TDK InvenSense,High Precision 6-Axis MEMS MotionTracking™ Device,225,應美盛股份有限公司,28292,3217
非光學傳感器,ICM20602,TDK InvenSense,6 Axis MEMS MotionTracking,14,應美盛股份有限公司,29253,3825
非光學傳感器,TPE-500/800/900,Tangio,Force and touch-sensing solutions,25,Tangio,2431,1198
嵌入式模組,,Taoglas,EDGE Locate cm-Level Module,212,銳鋒股份有限公司,4497,4982
嵌入式模組,,Taoglas,EDGE Locate cm-Level Module,249,銳鋒股份有限公司,9097,4131
嵌入式模組,EDGE,Taoglas,EDGE Industrial Cellular & Gateway Solutions,102,銳鋒股份有限公司,9519,1121
嵌入式模組,EDGE,Taoglas,EDGE Industrial Cellular & Gateway Solutions,25,銳鋒股份有限公司,22238,4059
積體電路-IC,FE1.1,Terminus,USB 2.0 HIGH SPEED 4-PORT HUB CONTROLLER,235,湯銘科技股份有限公司,20537,667
積體電路-IC,FE2.1,Terminus,USB 2.0 7-PORT HUB CONTROLLER,171,湯銘科技股份有限公司,17010,1233
嵌入式模組,Cinterion IoT Terminals-EHS6T,Thales,M2M Modules and Terminals,268,Thales,13042,3716
嵌入式模組,Cinterion IoT Terminals-EHS6T,Thales,M2M Modules and Terminals,209,Thales,18462,708
嵌入式模組,ELS31,Thales,M2M Modules and Terminals,172,Thales,586,1338
嵌入式模組,ELS31,Thales,M2M Modules and Terminals,23,Thales,17775,2584
嵌入式模組,ELS61,Thales,M2M Modules and Terminals,227,Thales,2663,4099
嵌入式模組,ELS61,Thales,M2M Modules and Terminals,287,Thales,23612,4488
嵌入式模組,EXS82-W,Thales,Global MTC (LTE Cat.M/NB/2G),153,Thales,9334,3553
嵌入式模組,EXS82-W,Thales,Global MTC (LTE Cat.M/NB/2G),265,Thales,6572,2003
嵌入式模組,PLS8,Thales,M2M ​​​​​​​​​​​​LTE Connectivity with Advanced GPS,61,Thales,6165,860
嵌入式模組,PLS8,Thales,M2M ​​​​​​​​​​​​LTE Connectivity with Advanced GPS,236,Thales,15117,4126
類比-IC,XBP06V0U25R,Torex Semiconductor,Transient Voltage Suppressors (TVS),203,特瑞仕半導體,9145,3014
類比-IC,XC6133,Torex Semiconductor,Delay capacitor adjustable voltage detectors with sense pin isolation,255,特瑞仕半導體,22263,504
類比-IC,XC6209,Torex Semiconductor,LDO XC6209 Series,292,特瑞仕半導體,14090,4343
類比-IC,XC6222,Torex Semiconductor,700mA High Speed LDO Regulator,101,特瑞仕半導體,17603,3644
類比-IC,XC9143 / XC9144,Torex Semiconductor,同步整流升壓DC/DC轉換器,75,特瑞仕半導體,5486,1408
類比-IC,XC9272 Series,Torex Semiconductor,Ideal for wearable devices,12,特瑞仕半導體,1300,2159
類比-IC,XC9281 / XC9282,Torex Semiconductor,HiSAT-COT® 超小型 600mA DC/DC 轉換器,13,特瑞仕半導體,11653,644
類比-IC,XC9282,Torex Semiconductor,HiSAT-COT Control Extremely Small 600mA Step-Down DC/DC Converters,277,特瑞仕半導體,1848,815
類比-IC,XCL series,Torex Semiconductor,micro DC/DC,119,特瑞仕半導體,8833,2756
類比-IC,XD Series,Torex Semiconductor,Car Electronics,51,特瑞仕半導體,22900,4719
嵌入式模組,WM-BN-BM26_A,USI,Wireless Module,18,環旭電子股份有限公司,14851,1378
嵌入式模組,WM-BN-BM26_A,USI,Wireless Module,26,環旭電子股份有限公司,11819,2192
嵌入式模組,WM-N-BM-30,USI,IoT Module,49,環旭電子股份有限公司,15246,4442
嵌入式模組,WM-N-BM-30,USI,IoT Module,108,環旭電子股份有限公司,9535,3509
離散式元件,"UJ3C, UF3C, UF3SC",UnitedSiC,SiC FETs,278,聯合碳化矽股份有限公司,22576,4509
離散式元件,UJ3D,UnitedSiC,SiC Schottky Diodes,239,聯合碳化矽股份有限公司,8401,511
離散式元件,UJ3N,UnitedSiC,SiC JFETs,256,聯合碳化矽股份有限公司,11204,1739
非光學傳感器,,Valencell,Benchmark™ Sensor Systems,18,Valencell,28034,1652
非光學傳感器,,Valencell,Benchmark™  Sensor Systems,85,Valencell,1076,4019
記憶體,,Western Digital (SanDisk),OEM iNAND Storage Solutions,251,Western Digital (SanDisk),6445,2379
記憶體,,Western Digital (SanDisk),OEM/Commercial Card & USB Device,44,Western Digital (SanDisk),24993,3848
記憶體,,Western Digital (SanDisk),Industrial SD & Micro SD CARDS,193,Western Digital (SanDisk),20560,4356
記憶體,X600,Western Digital (SanDisk),Client SSD,104,Western Digital (SanDisk),18789,2820
記憶體,iNAND 7232,Western Digital (SanDisk),eMMC,155,Western Digital (SanDisk),8601,3124
記憶體,iNAND 7250,Western Digital (SanDisk),eMMC,124,Western Digital (SanDisk),9076,2433
記憶體,iNAND 7250,Western Digital (SanDisk),Industrial iNAND Storage,98,Western Digital (SanDisk),26187,2719
記憶體,iNAND 7550,Western Digital (SanDisk),eMMC,227,Western Digital (SanDisk),14458,3290
微型組件,,Xilinx,Zynq UltraScale + RFSoC,187,Xilinx,26659,844
光電產品,,ams OSRAM,Time-of-Flight (ToF) Sensors,76,艾邁斯歐司朗半導體國際股份有限公司,2827,3328
光電產品,BIDOS® Family,ams OSRAM,VCSEL,261,艾邁斯歐司朗半導體國際股份有限公司,21136,1211
光電產品,Photodiode & Phototransistor,ams OSRAM,Ambient Light Sensors,27,艾邁斯歐司朗半導體國際股份有限公司,12021,858
光電產品,SFH 4725AS A01,ams OSRAM,OSLON® Black,73,艾邁斯歐司朗半導體國際股份有限公司,17683,3398
光電產品,SFH203FA,ams OSRAM,Silicon PIN Photodiode,49,艾邁斯歐司朗半導體國際股份有限公司,23160,4380
光電產品,SFH4544,ams OSRAM,紅外線發射器,102,艾邁斯歐司朗半導體國際股份有限公司,18464,1027
光電產品,TCS3430,ams OSRAM,Tristimulus Color Sensor,96,艾邁斯歐司朗半導體國際股份有限公司,22047,4254
光電產品,TMD3702VC,ams OSRAM,Color Light Sensor,122,艾邁斯歐司朗半導體國際股份有限公司,29872,3894
光電產品,TSL2540,ams OSRAM,Ambient Light Sensor,210,艾邁斯歐司朗半導體國際股份有限公司,9310,2887
非光學傳感器,AS5600,ams OSRAM,Position Sensor,228,艾邁斯歐司朗半導體國際股份有限公司,6390,3413
非光學傳感器,AS6200C,ams OSRAM,Temperature Sensor,165,艾邁斯歐司朗半導體國際股份有限公司,24696,4528
非光學傳感器,AS7026,ams OSRAM,Vital Signs Module,98,艾邁斯歐司朗半導體國際股份有限公司,8062,1450
非光學傳感器,AS7038RB,ams OSRAM,Vital Sign Sensor,93,艾邁斯歐司朗半導體國際股份有限公司,3815,1658
非光學傳感器,AS7265x,ams OSRAM,AS7265x compact 18-channel chipset,225,艾邁斯歐司朗半導體國際股份有限公司,13802,4712
非光學傳感器,CCS811,ams OSRAM,Gas Sensor Solution,230,艾邁斯歐司朗半導體國際股份有限公司,12182,2184
非光學傳感器,TMD2635,ams OSRAM,IR Proximity Detection Module,292,艾邁斯歐司朗半導體國際股份有限公司,14480,2014
非光學傳感器,TMF8701,ams OSRAM,1D Time-of-Flight Sensor,49,艾邁斯歐司朗半導體國際股份有限公司,23225,2602
非光學傳感器,TMF8801,ams OSRAM,1D Time-of-Flight Sensor,82,艾邁斯歐司朗半導體國際股份有限公司,22452,1815
嵌入式模組,TLens Silver,poLight,TLens,229,poLight,29923,4441
嵌入式模組,TLens Silver,poLight,TLens,44,poLight,26106,1021
機電產品,Montara Series,xMEMS Labs,MONTARA MEMS 揚聲器,197,xMEMS Labs,3909,4891
